Customer Key,First Name,Last Name,Full Name,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EduLevel,Occupation,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerCountry
11188,Catherine,Morris,Catherine Morris,1950-03-06,M,Female,60000,4,Graduate Degree,Management,2021-11-01,1-2 Miles,San Gabriel,United States
11189,Lawrence,Blanco,Lawrence Blanco,1950-01-12,S,Male,60000,4,Graduate Degree,Management,2019-08-26,10+ Miles,Bellingham,United States
11190,Carson,Bryant,Carson Bryant,1949-12-20,M,Male,70000,5,Bachelors,Management,2021-08-28,10+ Miles,Beverly Hills,United States
11191,Kristi,Perez,Kristi Perez,1951-06-17,S,Female,70000,5,Bachelors,Management,2019-08-11,10+ Miles,Colma,United States
11192,James,Brown,James Brown,1951-03-13,M,Male,60000,4,Bachelors,Management,2021-06-23,2-5 Miles,Seattle,United States
11193,Ian,Gray,Ian Gray,1950-08-13,M,Male,60000,4,Bachelors,Management,2021-02-25,2-5 Miles,Woodburn,United States
11194,Jacqueline,Price,Jacqueline Price,1950-12-08,M,Female,60000,4,Bachelors,Management,2021-03-13,2-5 Miles,Palo Alto,United States
11195,Megan,Henderson,Megan Henderson,1951-08-10,M,Female,60000,5,Bachelors,Management,2021-04-14,10+ Miles,Renton,United States
11196,Alfredo,Romero,Alfredo Romero,1951-12-05,M,Male,60000,5,Bachelors,Management,2021-03-03,10+ Miles,Beaverton,United States
11197,Andrea,Morris,Andrea Morris,1951-12-16,M,Female,70000,3,Bachelors,Management,2021-05-02,1-2 Miles,Seattle,United States
11198,Brooke,Sanders,Brooke Sanders,1952-05-25,S,Female,70000,4,Bachelors,Management,2021-02-05,10+ Miles,Santa Cruz,United States
11199,Jacqueline,Bennett,Jacqueline Bennett,1957-11-02,M,Female,70000,4,Bachelors,Management,2021-03-18,10+ Miles,Burlingame,United States
11200,Jason,Griffin,Jason Griffin,1953-05-21,M,Male,70000,4,Bachelors,Management,2021-02-07,1-2 Miles,Victoria,Canada
11201,Amanda,Foster,Amanda Foster,1953-02-14,M,Female,70000,4,Bachelors,Management,2021-07-01,10+ Miles,Santa Monica,United States
11202,Alexia,Price,Alexia Price,1958-08-22,M,Female,80000,5,Bachelors,Management,2021-09-15,1-2 Miles,Lakewood,United States
11203,Luis,Diaz,Luis Diaz,1959-08-18,M,Male,40000,2,High School,Professional,2021-02-20,10+ Miles,Port Hammond,Canada
11204,Destiny,Rivera,Destiny Rivera,1953-11-29,M,Female,40000,2,High School,Professional,2021-08-09,2-5 Miles,Beaverton,United States
11205,Abby,Fernandez,Abby Fernandez,1954-01-21,M,Female,40000,2,High School,Professional,2021-07-27,10+ Miles,Burien,United States
11206,Blake,Flores,Blake Flores,1954-03-24,M,Male,60000,2,Partial College,Professional,2021-05-11,10+ Miles,Lynnwood,United States
11207,Danielle,Cox,Danielle Cox,1954-01-16,S,Female,60000,2,Partial College,Professional,2021-01-31,10+ Miles,Renton,United States
11208,Maria,Reed,Maria Reed,1953-08-03,M,Female,60000,2,Bachelors,Management,2021-03-04,10+ Miles,Glendale,United States
11209,Allison,Evans,Allison Evans,1953-07-12,M,Female,60000,2,Bachelors,Management,2021-03-25,10+ Miles,Lincoln Acres,United States
11210,Edward,Wood,Edward Wood,1953-12-06,M,Male,70000,4,Partial College,Professional,2021-05-06,10+ Miles,West Covina,United States
11211,Samantha,Russell,Samantha Russell,1960-10-08,M,Female,40000,2,High School,Professional,2021-02-01,2-5 Miles,Haney,Canada
11212,Chloe,Campbell,Chloe Campbell,1955-05-05,M,Female,40000,2,High School,Professional,2021-01-30,2-5 Miles,Metchosin,Canada
11213,Stephanie,Murphy,Stephanie Murphy,1954-11-11,S,Female,60000,2,Partial College,Professional,2021-03-28,10+ Miles,Edmonds,United States
11214,Charles,Miller,Charles Miller,1955-05-07,S,Male,60000,2,Partial College,Professional,2021-08-14,10+ Miles,Milwaukie,United States
11215,Ana,Perry,Ana Perry,1961-06-17,M,Female,40000,2,Partial High School,Skilled Manual,2021-02-15,10+ Miles,Royal Oak,Canada
11216,Jasmine,Torres,Jasmine Torres,1955-11-17,S,Female,60000,2,Partial College,Professional,2019-08-15,10+ Miles,Portland,United States
11217,Natalie,Adams,Natalie Adams,1955-08-11,S,Female,60000,2,Partial College,Professional,2019-08-10,10+ Miles,Portland,United States
11218,Olivia,Brown,Olivia Brown,1961-09-07,S,Female,60000,2,Partial College,Professional,2021-02-28,2-5 Miles,Tacoma,United States
11219,Charles,Cook,Charles Cook,1956-05-31,M,Male,60000,2,High School,Professional,2021-10-29,10+ Miles,Woodburn,United States
11220,Erica,Huang,Erica Huang,1961-02-19,M,Female,60000,2,Partial College,Professional,2021-03-14,10+ Miles,Colma,United States
11221,Nathan,Perry,Nathan Perry,1955-12-08,M,Male,70000,4,Partial College,Professional,2021-04-07,1-2 Miles,Lakewood,United States
11222,Alexandra,Rivera,Alexandra Rivera,1956-02-14,M,Female,80000,3,Bachelors,Management,2021-11-01,1-2 Miles,Santa Monica,United States
11223,Hailey,Patterson,Hailey Patterson,1957-03-15,S,Female,70000,2,High School,Professional,2021-01-29,2-5 Miles,Langley,Canada
11224,Tiffany,Li,Tiffany Li,1957-03-05,S,Female,70000,2,High School,Professional,2019-08-07,10+ Miles,Burien,United States
11225,Madison,Lee,Madison Lee,1962-02-12,M,Female,60000,2,Partial College,Professional,2021-06-22,10+ Miles,Renton,United States
11226,Sydney,Ross,Sydney Ross,1962-09-23,M,Female,60000,2,Partial College,Professional,2021-02-21,2-5 Miles,W. Linn,United States
11227,Marshall,Chavez,Marshall Chavez,1962-08-08,S,Male,60000,2,Partial College,Professional,2019-08-03,10+ Miles,Colma,United States
11228,Ashley,Jones,Ashley Jones,1956-10-16,M,Female,60000,2,Partial College,Professional,2021-10-25,10+ Miles,El Cajon,United States
11229,Adrian,Stewart,Adrian Stewart,1957-06-01,S,Male,70000,4,Partial College,Professional,2021-07-27,10+ Miles,Redwood City,United States
11230,Amber,Turner,Amber Turner,1956-09-30,M,Female,70000,4,Partial College,Professional,2021-07-16,2-5 Miles,Santa Monica,United States
11231,Dennis,Zhang,Dennis Zhang,1963-11-11,M,Male,60000,2,High School,Professional,2021-02-10,10+ Miles,Bremerton,United States
11232,Hailey,Bryant,Hailey Bryant,1958-03-27,M,Female,60000,3,High School,Professional,2021-09-20,2-5 Miles,Everett,United States
11233,Todd,Li,Todd Li,1963-09-06,M,Male,70000,4,Partial College,Professional,2021-02-08,10+ Miles,Berkeley,United States
11234,Anna,Griffin,Anna Griffin,1958-05-19,S,Female,70000,4,Partial College,Professional,2021-02-08,10+ Miles,Long Beach,United States
11235,Angel,Stewart,Angel Stewart,1957-08-07,M,Male,70000,4,Partial College,Professional,2021-07-04,10+ Miles,Ballard,United States
11236,Jeremy,Butler,Jeremy Butler,1957-09-02,S,Male,70000,5,Partial College,Professional,2021-10-03,10+ Miles,Bellingham,United States
11237,Clarence,Anand,Clarence Anand,1964-03-22,S,Male,130000,2,Bachelors,Management,2019-09-05,0-1 Miles,Solingen,Germany
11238,Mayra,Prasad,Mayra Prasad,1964-02-07,S,Female,130000,2,Bachelors,Management,2019-01-06,0-1 Miles,Birmingham,United Kingdom
11239,Latoya,Goel,Latoya Goel,1969-10-02,M,Female,130000,2,Partial College,Professional,2019-01-19,5-10 Miles,London,United Kingdom
11240,Anne,Hernandez,Anne Hernandez,1964-06-09,M,Female,160000,2,Partial College,Professional,2019-02-27,5-10 Miles,Watford,United Kingdom
11241,Lisa,Cai,Lisa Cai,1974-04-06,S,Female,100000,2,Partial College,Professional,2020-09-10,5-10 Miles,Les Ulis,France
11242,Larry,Munoz,Larry Munoz,1963-05-11,M,Male,110000,2,Partial College,Professional,2020-09-19,5-10 Miles,Versailles,France
11243,Robin,Alvarez,Robin Alvarez,1963-04-08,M,Female,150000,2,Partial College,Professional,2019-02-21,0-1 Miles,Esher-Molesey,United Kingdom
11244,Alexis,Coleman,Alexis Coleman,1968-11-22,S,Female,170000,2,Bachelors,Management,2019-02-12,0-1 Miles,Runcorn,United Kingdom
11245,Ricky,Vazquez,Ricky Vazquez,1962-04-26,M,Male,120000,3,High School,Professional,2019-09-26,5-10 Miles,Hamburg,Germany
11246,Latasha,Rubio,Latasha Rubio,1962-04-08,M,Female,120000,3,High School,Professional,2019-10-03,5-10 Miles,Hamburg,Germany
11247,Claudia,Zhou,Claudia Zhou,1961-12-04,S,Female,130000,3,Partial College,Professional,2019-02-18,0-1 Miles,Lancaster,United Kingdom
11248,Tristan,Alexander,Tristan Alexander,1966-03-22,M,Male,110000,3,Partial College,Professional,2021-07-14,10+ Miles,Saint-Denis,France
11249,Cindy,Patel,Cindy Patel,1966-07-09,M,Female,130000,3,Partial College,Professional,2019-10-09,0-1 Miles,Sulzbach Taunus,Germany
11250,Shannon,Liu,Shannon Liu,1966-03-08,M,Female,170000,3,High School,Professional,2019-03-17,5-10 Miles,Woolston,United Kingdom
11251,Xavier,Long,Xavier Long,1938-01-01,S,Male,30000,4,High School,Professional,2021-10-18,5-10 Miles,Haney,Canada
11252,Nicholas,Thompson,Nicholas Thompson,1937-12-05,S,Male,90000,3,Graduate Degree,Management,2019-08-14,2-5 Miles,Lemon Grove,United States
11253,José,Hernandez,José Hernandez,1949-08-24,M,Male,60000,2,Graduate Degree,Management,2021-03-01,1-2 Miles,Victoria,Canada
11254,Johnathan,Vance,Johnathan Vance,1938-08-31,M,Male,70000,4,Graduate Degree,Management,2021-11-23,5-10 Miles,Burien,United States
11255,Colin,Lin,Colin Lin,1938-10-02,M,Male,70000,4,Graduate Degree,Management,2021-02-23,5-10 Miles,Burien,United States
11256,Katelyn,Hernandez,Katelyn Hernandez,1939-03-20,M,Female,70000,4,Graduate Degree,Management,2021-04-15,5-10 Miles,Lynnwood,United States
11257,Jacqueline,Powell,Jacqueline Powell,1938-07-06,S,Female,120000,1,Graduate Degree,Management,2019-08-24,2-5 Miles,Newport Beach,United States
11258,Xavier,Hill,Xavier Hill,1938-12-26,M,Male,120000,1,Graduate Degree,Management,2021-05-21,2-5 Miles,Palo Alto,United States
11259,Victoria,Stewart,Victoria Stewart,1970-09-24,M,Female,100000,4,Partial College,Professional,2019-09-04,2-5 Miles,Salem,United States
11260,Katelyn,Kelly,Katelyn Kelly,1976-04-08,M,Female,110000,2,Bachelors,Management,2021-02-05,2-5 Miles,Burlingame,United States
11261,Stephanie,Collins,Stephanie Collins,1970-10-22,M,Female,130000,1,Graduate Degree,Management,2019-09-27,0-1 Miles,San Diego,United States
11262,Jennifer,Simmons,Jennifer Simmons,1975-05-01,M,Female,80000,4,Bachelors,Management,2021-02-27,0-1 Miles,Port Hammond,Canada
11263,Trinity,Richardson,Trinity Richardson,1970-03-11,M,Female,90000,5,Partial College,Professional,2019-08-29,2-5 Miles,Burien,United States
11264,Eduardo,Martin,Eduardo Martin,1969-12-15,S,Male,90000,5,Partial College,Professional,2021-01-02,0-1 Miles,Issaquah,United States
11265,Elizabeth,Jones,Elizabeth Jones,1970-01-10,M,Female,90000,5,Partial College,Professional,2021-01-03,0-1 Miles,Kirkland,United States
11266,Taylor,Howard,Taylor Howard,1969-11-02,S,Female,90000,0,Partial College,Professional,2019-09-10,5-10 Miles,Port Orchard,United States
11267,David,Diaz,David Diaz,1975-09-29,S,Male,120000,4,Partial College,Professional,2019-09-17,2-5 Miles,Burlingame,United States
11268,Katelyn,Carter,Katelyn Carter,1969-10-31,M,Female,130000,2,Graduate Degree,Management,2021-05-29,1-2 Miles,Coronado,United States
11269,Ryan,Foster,Ryan Foster,1975-10-10,M,Male,130000,2,Graduate Degree,Management,2021-08-22,0-1 Miles,Daly City,United States
11270,Robert,Lee,Robert Lee,1975-05-01,M,Male,130000,2,Graduate Degree,Management,2019-09-10,0-1 Miles,Lakewood,United States
11271,Danielle,Reed,Danielle Reed,1969-12-03,S,Female,150000,2,Bachelors,Management,2019-09-27,1-2 Miles,San Francisco,United States
11272,Lauren,Martinez,Lauren Martinez,1962-05-10,S,Female,70000,4,Partial College,Professional,2019-09-19,5-10 Miles,Beverly Hills,United States
11273,Nathan,Lal,Nathan Lal,1962-03-31,M,Male,90000,2,Partial College,Professional,2021-05-14,10+ Miles,La Jolla,United States
11274,Kyle,Foster,Kyle Foster,1939-10-10,M,Male,50000,2,Graduate Degree,Management,2019-08-29,5-10 Miles,Bellingham,United States
11275,Jenny,Rai,Jenny Rai,1939-07-18,M,Female,80000,4,Graduate Degree,Management,2019-08-30,0-1 Miles,Colma,United States
11276,Nancy,Chapman,Nancy Chapman,1974-09-15,M,Female,80000,4,Partial College,Professional,2021-01-29,2-5 Miles,Cliffside,Canada
11277,Charles,Jackson,Charles Jackson,1968-12-07,M,Male,80000,4,Partial College,Professional,2021-02-02,0-1 Miles,Royal Oak,Canada
11278,Jonathan,Phillips,Jonathan Phillips,1969-02-16,S,Male,90000,0,Partial College,Professional,2019-09-16,10+ Miles,Edmonds,United States
11279,Amanda,Cook,Amanda Cook,1974-09-08,M,Female,90000,0,Partial College,Professional,2021-03-03,10+ Miles,Everett,United States
11280,Robert,Collins,Robert Collins,1969-02-17,M,Male,90000,0,Partial College,Professional,2021-07-01,10+ Miles,Lynnwood,United States
11281,Megan,Barnes,Megan Barnes,1974-10-06,S,Female,110000,4,Bachelors,Management,2019-09-13,5-10 Miles,Burbank,United States
11282,Christian,Thomas,Christian Thomas,1967-07-16,M,Male,90000,5,Partial College,Professional,2019-08-31,1-2 Miles,Burien,United States
11283,Arturo,Lal,Arturo Lal,1968-04-24,M,Male,110000,1,Bachelors,Management,2021-05-29,1-2 Miles,Berkeley,United States
11284,Theresa,Serrano,Theresa Serrano,1967-09-24,M,Female,110000,1,Bachelors,Management,2021-02-06,1-2 Miles,Chula Vista,United States
11285,Jeremy,Anderson,Jeremy Anderson,1973-03-15,M,Male,120000,1,Partial College,Professional,2021-07-27,2-5 Miles,Fremont,United States
11286,Hunter,Griffin,Hunter Griffin,1967-08-31,M,Male,170000,0,Graduate Degree,Management,2019-09-21,2-5 Miles,Torrance,United States
11287,Henry,Garcia,Henry Garcia,1966-07-16,M,Male,70000,5,Partial College,Professional,2021-01-29,5-10 Miles,Cliffside,Canada
11288,Cindy,Sanchez,Cindy Sanchez,1978-03-12,M,Female,110000,1,Bachelors,Management,2021-03-05,2-5 Miles,Burbank,United States
11289,Maria,Carter,Maria Carter,1972-03-03,M,Female,130000,1,Bachelors,Management,2019-09-08,0-1 Miles,Downey,United States
11290,Katelyn,Sanchez,Katelyn Sanchez,1972-08-14,M,Female,130000,1,Bachelors,Management,2019-09-20,2-5 Miles,Lakewood,United States
11291,Jenna,Wright,Jenna Wright,1972-05-01,M,Female,130000,1,Bachelors,Management,2019-09-04,2-5 Miles,Lemon Grove,United States
11292,Seth,Phillips,Seth Phillips,1967-05-05,S,Male,150000,1,Partial College,Professional,2019-09-15,0-1 Miles,San Gabriel,United States
11293,Luke,Long,Luke Long,1960-11-23,S,Male,60000,2,High School,Professional,2021-02-24,1-2 Miles,Port Orchard,United States
11294,Dalton,Clark,Dalton Clark,1961-03-02,M,Male,60000,2,High School,Professional,2021-09-25,1-2 Miles,Issaquah,United States
11295,Taylor,Lewis,Taylor Lewis,1959-11-13,S,Female,80000,2,Partial High School,Skilled Manual,2019-09-25,5-10 Miles,Concord,United States
11296,Haley,Richardson,Haley Richardson,1941-04-05,S,Female,50000,2,Graduate Degree,Management,2019-09-01,5-10 Miles,Everett,United States
11297,Noah,Coleman,Noah Coleman,1940-08-01,S,Male,70000,4,Graduate Degree,Management,2019-09-26,5-10 Miles,Burbank,United States
11298,Jon,Luo,Jon Luo,1940-08-30,M,Male,70000,4,Graduate Degree,Management,2019-09-12,1-2 Miles,Chula Vista,United States
11299,Orlando,Vazquez,Orlando Vazquez,1941-09-29,M,Male,70000,4,Graduate Degree,Management,2019-09-26,1-2 Miles,Burbank,United States
11300,Fernando,Barnes,Fernando Barnes,1965-08-31,M,Male,80000,5,Partial College,Professional,2021-01-31,1-2 Miles,N. Vancouver,Canada
11301,Cameron,Rodriguez,Cameron Rodriguez,1965-12-07,M,Male,80000,5,Partial College,Professional,2021-06-09,5-10 Miles,Ballard,United States
11302,Spencer,Russell,Spencer Russell,1971-12-09,S,Male,90000,4,High School,Professional,2019-09-06,1-2 Miles,Corvallis,United States
11303,Julia,Coleman,Julia Coleman,1966-04-10,S,Female,90000,4,High School,Professional,2019-09-02,1-2 Miles,Edmonds,United States
11304,Julia,Garcia,Julia Garcia,1971-03-14,M,Female,100000,0,Partial College,Professional,2021-03-20,5-10 Miles,Portland,United States
11305,Sean,Evans,Sean Evans,1965-12-17,M,Male,110000,3,Partial College,Professional,2021-03-25,2-5 Miles,Chula Vista,United States
11306,Micah,Zhou,Micah Zhou,1965-12-20,M,Male,110000,3,Partial College,Professional,2021-06-30,2-5 Miles,Coronado,United States
11307,Hunter,Rodriguez,Hunter Rodriguez,1965-10-31,M,Male,80000,2,Partial High School,Skilled Manual,2019-09-04,5-10 Miles,Daly City,United States
11308,Ian,Gonzales,Ian Gonzales,1959-09-02,M,Male,60000,2,High School,Professional,2021-09-07,1-2 Miles,Oregon City,United States
11309,Victoria,Lewis,Victoria Lewis,1959-12-10,S,Female,60000,2,High School,Professional,2021-07-09,5-10 Miles,Beaverton,United States
11310,Erin,Sanders,Erin Sanders,1964-07-05,S,Female,70000,3,Graduate Degree,Management,2021-08-12,5-10 Miles,San Francisco,United States
11311,Gabrielle,Lopez,Gabrielle Lopez,1959-02-21,S,Female,70000,3,Graduate Degree,Management,2021-04-18,1-2 Miles,Lynnwood,United States
11312,Sara,Richardson,Sara Richardson,1958-10-01,S,Female,70000,3,Graduate Degree,Management,2021-05-17,5-10 Miles,Lynnwood,United States
11313,Trevor,Jenkins,Trevor Jenkins,1958-08-27,S,Male,70000,3,Graduate Degree,Management,2021-05-07,5-10 Miles,Port Orchard,United States
11314,Mya,Flores,Mya Flores,1970-06-16,S,Female,70000,3,Graduate Degree,Management,2021-02-25,1-2 Miles,Issaquah,United States
11315,Hailey,Ward,Hailey Ward,1959-03-31,S,Female,70000,3,Graduate Degree,Management,2021-05-20,1-2 Miles,Port Orchard,United States
11316,Luke,Allen,Luke Allen,1959-05-17,M,Male,60000,3,Graduate Degree,Management,2021-01-12,5-10 Miles,Langford,Canada
11317,Victoria,Russell,Victoria Russell,1963-09-14,S,Female,40000,3,Partial College,Professional,2019-09-01,5-10 Miles,Salem,United States
11318,Jessica,Wilson,Jessica Wilson,1958-04-25,S,Female,40000,3,Partial College,Professional,2021-10-17,1-2 Miles,Edmonds,United States
11319,Jade,Bailey,Jade Bailey,1948-04-23,M,Female,70000,4,Graduate Degree,Management,2019-09-09,1-2 Miles,Oakland,United States
11320,Morgan,Hill,Morgan Hill,1942-12-24,M,Female,80000,4,Graduate Degree,Management,2021-06-15,5-10 Miles,Glendale,United States
11321,Terrance,Raman,Terrance Raman,1944-01-05,M,Male,90000,5,Bachelors,Management,2021-02-23,5-10 Miles,Burien,United States
11322,Sydney,Garcia,Sydney Garcia,1943-09-12,M,Female,90000,5,Bachelors,Management,2021-03-24,5-10 Miles,Bremerton,United States
11323,Jose,Patterson,Jose Patterson,1943-12-18,S,Male,120000,2,Graduate Degree,Management,2019-09-10,5-10 Miles,Daly City,United States
11324,Zachary,Anderson,Zachary Anderson,1944-11-10,M,Male,90000,5,Bachelors,Management,2019-09-26,1-2 Miles,Glendale,United States
11325,Elijah,Ross,Elijah Ross,1944-12-29,S,Male,90000,5,Bachelors,Management,2019-09-19,5-10 Miles,Seattle,United States
11326,Rafael,Xie,Rafael Xie,1944-12-23,M,Male,130000,2,Bachelors,Management,2019-09-15,0-1 Miles,Beverly Hills,United States
11327,Jaime,Moreno,Jaime Moreno,1945-09-01,M,Male,90000,5,Bachelors,Management,2019-09-26,5-10 Miles,Burbank,United States
11328,Julian,Griffin,Julian Griffin,1945-06-30,M,Male,90000,5,Bachelors,Management,2021-01-05,5-10 Miles,Newton,Canada
11329,Andy,Alvarez,Andy Alvarez,1946-01-22,S,Male,90000,5,Bachelors,Management,2019-09-25,5-10 Miles,Concord,United States
11330,Ryan,Thompson,Ryan Thompson,1945-11-10,M,Male,110000,2,Graduate Degree,Management,2021-02-12,2-5 Miles,Oak Bay,Canada
11331,Samantha,Jenkins,Samantha Jenkins,1974-01-03,M,Female,90000,4,Partial College,Skilled Manual,2021-02-07,1-2 Miles,Shawnee,Canada
11332,Deanna,Ramos,Deanna Ramos,1968-04-02,S,Female,10000,1,Graduate Degree,Manual,2019-10-15,0-1 Miles,Berlin,Germany
11333,Emily,Miller,Emily Miller,1968-01-07,M,Female,20000,1,Graduate Degree,Clerical,2019-03-21,0-1 Miles,Newcastle upon Tyne,United Kingdom
11334,Nicole,Brown,Nicole Brown,1966-09-19,M,Female,10000,1,Bachelors,Manual,2019-03-04,0-1 Miles,Stoke-on-Trent,United Kingdom
11335,Carla,Raman,Carla Raman,1977-12-18,M,Female,10000,1,Bachelors,Manual,2019-10-23,0-1 Miles,Hof,Germany
11336,Shaun,Raji,Shaun Raji,1973-03-08,M,Male,20000,1,Graduate Degree,Clerical,2020-09-27,0-1 Miles,Paris,France
11337,Jerome,Romero,Jerome Romero,1967-03-21,M,Male,10000,1,Bachelors,Manual,2019-03-09,0-1 Miles,Watford,United Kingdom
11338,Frank,Navarro,Frank Navarro,1972-08-06,M,Male,20000,1,Graduate Degree,Clerical,2019-10-11,0-1 Miles,Bonn,Germany
11339,Dennis,She,Dennis She,1967-01-05,S,Male,20000,1,Graduate Degree,Clerical,2020-10-07,0-1 Miles,Paris,France
11340,Melody,Munoz,Melody Munoz,1947-04-03,M,Female,10000,1,Graduate Degree,Clerical,2020-10-27,0-1 Miles,Paris,France
11341,Randy,Zeng,Randy Zeng,1942-02-18,M,Male,20000,1,Graduate Degree,Clerical,2019-04-11,0-1 Miles,Cheltenham,United Kingdom
